id_match,team_code,team_xG,team_odds,opponent_xG,opponent_odds,team_score,opponent_score,team_penalty,opponent_penalty,home_score_total,away_score_total,date,match_attendance,stadium_latitude,stadium_longitude,stadium_pitch_length,stadium_pitch_width,penalties_missed,penalties,source,target_top_4,opponent_code,home_or_away
2036518.0,BIH,-3,70000,-1.1,15850.0,1.0,2.0,,,1.0,2.0,11/19/2023,3800.0,44.2057944,17.9071889,105,68,,,Qualifiers,0.0,SVK,home
2034460.0,BIH,-3,70000,0.3,12509.0,1.0,0.0,,,1.0,0.0,6/7/2022,4500.0,44.2057944,17.9071889,105,68,,,Nations,0.0,ROU,home
2036495.0,BIH,-3,70000,-3,70000.0,4.0,1.0,,,4.0,1.0,11/16/2023,8520.0,49.581375,6.121066,105,68,,,Qualifiers,0.0,LUX,away
2036403.0,BIH,-3,70000,-3,70000.0,2.0,1.0,,,2.0,1.0,9/8/2023,6189.0,44.2057944,17.9071889,105,68,,,Qualifiers,0.0,LIE,home
2040264.0,BIH,1,1971,-3,70000.0,1.0,0.0,,,1.0,0.0,6/9/2024,,43.7265111,10.9547472,105,66,,,Friendlies,0.0,ITA,away
2034561.0,BIH,0.3,12509,-3,70000.0,4.0,1.0,,,4.0,1.0,9/26/2022,12693.0,44.455138,26.056977,105,68,,,Nations,0.0,ROU,away
2036450.0,BIH,-3,70000,-3,70000.0,0.0,2.0,,,0.0,2.0,10/13/2023,5874.0,47.140081,9.510255,105,68,,,Qualifiers,0.0,LIE,away
2034491.0,BIH,-3,70000,-3,70000.0,1.0,1.0,,,1.0,1.0,6/11/2022,6555.0,42.4455611,19.2643444,105,68,,,Nations,0.0,MNE,away
2036334.0,BIH,-1.1,15850,-3,70000.0,2.0,0.0,,,2.0,0.0,3/26/2023,6052.0,48.17758,17.154043,105,68,,,Qualifiers,0.0,SVK,away
2036468.0,BLR,1.4,4995,-3,70000.0,3.0,3.0,,,3.0,3.0,10/15/2023,17000.0,47.4070194,9.3041861,105,68,,,Qualifiers,0.0,SUI,away
2036516.0,BLR,-3,70000,-3,70000.0,0.0,1.0,,,0.0,1.0,11/21/2023,5026.0,42.66311,21.157107,105,68,,,Qualifiers,0.0,KOS,away
2036423.0,BLR,-3,70000,-3,70000.0,1.0,0.0,,,1.0,0.0,9/12/2023,28435.0,32.0518111,34.7614806,105,68,,,Qualifiers,0.0,ISR,away
2036354.0,BLR,-3,70000,-3,70000.0,1.0,2.0,,,1.0,2.0,6/16/2023,,47.5748972,19.0846167,105,68,,,Qualifiers,0.0,ISR,home
2036331.0,BLR,0.3,12509,-3,70000.0,2.0,1.0,,,2.0,1.0,3/28/2023,27837.0,44.438192,26.151924,105,68,,,Qualifiers,0.0,ROU,away
2034483.0,BLR,-3,70000,-3,70000.0,1.0,1.0,,,1.0,1.0,6/10/2022,0.0,45.2469083,19.8422944,105,68,,,Nations,0.0,KAZ,home
2040620.0,BLR,-3,70000,-3,70000.0,0.0,4.0,,,0.0,4.0,6/7/2024,,53.8952694,27.5598972,105,68,,,Friendlies,0.0,RUS,home
